word,translation,tag
blood corpuscle,血球,cedict
blood diamond,血钻,cedict
blood donor,供血者,cedict
blood flow,血流,cedict
blood generating stem cells,造血干细胞,cedict
blood group,血型,cedict
blood is thicker than water,血浓于水,cedict
blood lipid,血脂,cedict
blood loss anemia,失血性贫血,cedict
blood moon,血月,cedict
blood obstruction,血塞,cedict
blood orange,红橙,cedict
blood oxygen level,血氧含量,cedict
blood pheasant,血雉,cedict
blood phobia,恐血症,cedict
blood plasma,血浆,cedict
blood platelet,血小板,cedict
blood poisoning,血中毒,cedict
blood pressure,脉压,cedict
blood pressure meter,血压计,cedict
blood products,血制品,cedict
blood relation,血亲,cedict
blood relations,血族,cedict
blood relationship,血统,cedict
blood relative,直系血亲,cedict
blood sacrifice,血祭,cedict
blood sausage,血肠,cedict
blood serum,血清,cedict
blood sugar,血糖,cedict
blood tofu,旺子,cedict
blood tumor,血瘤,cedict
blood type,血型,cedict
blood vengeance,血亲复仇,cedict
blood vessels,血脉,cedict
blood vessels swell wide,血脉偾张,cedict
blood-curdling screech,惨叫,cedict
bloodstain evidence,血证,cedict
bloodsucking vermin,吸血鬼,cedict
bloody battle,血战,cedict
bloody garment,血衣,cedict
bloody mary,血腥玛丽,cedict
bloody mouth,血口,cedict
bloody warfare,战祸,cedict
bloomberg news,彭博新闻社,cedict
blossom-headed parakeet,花头鹦鹉,cedict
blotched snakehead,鳢鱼,cedict
blotting paper,墨纸,cedict
blow hole,吹孔,cedict
blowing agent,发泡剂,cedict
blowing gently,习习,cedict
blowing the trumpet,吹喇叭,cedict
blue and white,青花,cedict
blue and white porcelain,青花瓷,cedict
blue blood,名门望族,cedict
blue cheese,蓝纹奶酪,cedict
blue chip stock,绩优股,cedict
blue collar workers,短衣帮,cedict
blue eared pheasant,蓝马鸡,cedict
blue eyes,碧眼,cedict
blue giant star,蓝巨星,cedict
blue lace flower,蓝饰带花,cedict
blue or green jujube,青枣,cedict
blue pitta,蓝八色鸫,cedict
blue rock thrush,蓝矶鸫,cedict
blue rose,蓝色妖姬,cedict
blue shift,蓝移,cedict
blue sky,蓝天,cedict
blue topaz,蓝晶,cedict
blue veins,青筋,cedict
blue whale,蓝鲸,cedict
blue whistling thrush,紫啸鸫,cedict
blue-and-green landscape,青绿山水,cedict
blue-and-white flycatcher,白腹姬鹟,cedict
blue-bearded bee-eater,蓝须夜蜂虎,cedict
blue-capped redstart,蓝头红尾鸲,cedict
blue-collar worker,蓝领,cedict
blue-crowned laughingthrush,靛冠噪鹛,cedict
blue-ear swine fever,蓝耳病,cedict
blue-eared barbet,蓝耳拟啄木鸟,cedict
blue-eared kingfisher,蓝耳翠鸟,cedict
blue-fronted redstart,蓝额红尾鸲,cedict
blue-fronted robin,蓝额长脚地鸲,cedict
blue-naped pitta,蓝枕八色鸫,cedict
blue-rumped parrot,蓝腰短尾鹦鹉,cedict
blue-rumped pitta,蓝背八色鸫,cedict
blue-tailed bee-eater,栗喉蜂虎,cedict
blue-throated barbet,蓝喉拟啄木鸟,cedict
blue-throated bee-eater,蓝喉蜂虎,cedict
blue-throated blue flycatcher,蓝喉仙鹟,cedict
blue-winged laughingthrush,蓝翅噪鹛,cedict
blue-winged minla,蓝翅希鹛,cedict
blue-winged pitta,蓝翅八色鸟,cedict
bluish black,乌青,cedict
blumberg or bloomberg,布隆伯格,cedict
blunt instrument,钝器,cedict
blunt thinking,思想顽钝,cedict
blunt-winged warbler,钝翅苇莺,cedict
blurred scenery,浮光掠影,cedict
blurred vision,瞈蒙,cedict
blurred with age,模糊不清,cedict
blushing face,薄面,cedict
blyth's kingfisher,斑头大翠鸟,cedict
blyth's leaf warbler,西南冠纹柳莺,cedict
blyth's paradise flycatcher,东方寿带,cedict
blyth's pipit,布氏鹨,cedict
blyth's reed warbler,布氏苇莺,cedict
blyth's tragopan,灰腹角雉,cedict
board and lodging,食宿,cedict
board expenses,伙食费,cedict
board game,桌游,cedict
board member,董事,cedict
board of directors,董事会,cedict
board or gavel,拍板,cedict
boarding formalities,登机手续,cedict
boarding gate,登机入口,cedict
boarding pass,登机牌,cedict
boarding school,寄宿学校,cedict
boat builder,船工,cedict
boat deck,救生艇甲板,cedict
boat dweller,船家,cedict
boat propelled by a yuloh,摇橹船,cedict
boat race,竞渡,cedict
boat towed by a tugboat,拖船,cedict
bob of a plumbline,铅锤,cedict
bob of plumb line,测锤,cedict
bob woodward,鲍勃·伍德沃德,cedict
boba milk tea,波霸奶茶,cedict
bodies governing a border area,边庭,cedict
bodies of water,江河湖海,cedict
bodiless lacquerware,脱胎漆器,cedict
bodily fluid,体液,cedict
bodily fluids,津液,cedict
bodily health,体格,cedict
bodily strength,膂力,cedict
bodleian library,博德利图书馆,cedict
body and mind,身心,cedict
body and soul,形神,cedict
body armor and helmet,盔甲,cedict
body bag,尸体袋,cedict
body cavity,体腔,cedict
body double,替身,cedict
body fat,体脂,cedict
body hair,体毛,cedict
body language,肢体语言,cedict
body length,体长,cedict
body lotion,润肤乳,cedict
body louse,体虱,cedict
body mass index,身体质量指数,cedict
body model,体模,cedict
body odor,汗臭,cedict
body of a ship,船身,cedict
body of basic laws,根本法,cedict
body of water,水域,cedict
body palpation,触诊,cedict
body parts,尸块,cedict
body sculpting,塑身,cedict
body shampoo,润肤乳,cedict
body shape,身型,cedict
body size,块头,cedict
body slam,抱摔,cedict
body thermometer,体表,cedict
body type,体型,cedict
body wash,沐浴乳,cedict
body weight,体重,cedict
bogged down,停滞,cedict
bogus charity,假善人,cedict
bogus classic,伪经,cedict
bogus speech,假大空,cedict
bogus story,鬼话连篇,cedict
bohai bay,渤海湾,cedict
bohai economic rim,环渤海湾地区,cedict
bohemian waxwing,太平鸟,cedict
boil on the toe,趾疔,cedict
boiled dumpling,水饺,cedict
boiled egg,水煮蛋,cedict
boiled water,开水,cedict
boiling hot,滚烫,cedict
boiling point,沸点,cedict
boiling water,沸水,cedict
bok choy,小白菜,cedict
bold and courageous hero,独胆英雄,cedict
bold and decisive,大刀阔斧,cedict
bold and imaginative,天马行空,cedict
bold and powerful,勇猛,cedict
bold and unconstrained,豪放,cedict
bold and unrestrained,奔放,cedict
bold and vigorous,泼辣,cedict
bold but not very astute,有勇无谋,cedict
bold in,敢于,cedict
bold letter,粗体字,cedict
bold line,单杠,cedict
bolt cutter,断线钳,cedict
bolt of gun,枪机,cedict
bolt upright,笔挺,cedict
bolt-action lock,插锁,cedict
bombastic talk,大道理,cedict
bon voyage,好去,cedict
bonan ethnic group,保安,cedict
bond street,庞德街,cedict
bonded area,保税区,cedict
bonded warehouse,关栈,cedict
bonding fee,关栈费,cedict
bone age,骨龄,cedict
bone ash,骨灰,cedict
bone black,骨炭,cedict
bone chilling wind,寒风刺骨,cedict
bone china,骨瓷,cedict
bone formation,成骨,cedict
bone fracture,骨裂,cedict
bone marrow,骨髓,cedict
bone marrow transplant,骨髓移植,cedict
bone meal,骨粉,cedict
bone needle,骨针,cedict
bone of the forearm,尺骨,cedict
bone structure and physiognomy,骨法,cedict
bone stuck in the throat,骨鲠,cedict
bone tool,骨器,cedict
bonelli's eagle,白腹隼雕,cedict
bones and ashes,骨烬,cedict
bones of the dead,白骨,cedict
bonin petrel,白额圆尾鹱,cedict
bonnet skate,鹞鲼,cedict
bonus payment,红包,cedict
bony fishes,硬骨鱼,cedict
bony outgrowth,骨刺,cedict
boo hoo,呜呜,cedict
boob job,隆乳手术,cedict
book bag made of silk,缥囊,cedict
book contract,书约,cedict
book cover,包书皮,cedict
book jacket,书皮,cedict
book kiosk,书亭,cedict
book louse,书蠹,cedict
book lung,书肺,cedict
book notice,书评,cedict
book number,书号,cedict
book of daniel,但以理书,cedict
book of deuteronomy,申命记,cedict
book of dubious authenticity,伪书,cedict
book of esther,以斯帖记,cedict
book of exodus,出埃及记,cedict
book of ezekiel,以西结书,cedict
book of ezra,以斯拉记,cedict
book of habakkuk,哈巴谷书,cedict
book of haggai,哈该书,cedict
book of history,尚书经,cedict
book of hosea,何西阿书,cedict
book of isaiah,以赛亚书,cedict
book of jeremiah,耶利米书,cedict
book of job,约伯记,cedict
book of joel,约珥书,cedict
book of jonah,约拿书,cedict
book of joshua,约书亚记,cedict
book of judges,士师记,cedict
book of leviticus,利未记,cedict
book of malachi,玛拉基书,cedict
book of micah,弥迦书,cedict
book of mormon,摩尔门经,cedict
book of nahum,那鸿书,cedict
book of nehemiah,尼希米记,cedict
book of numbers,民数记,cedict
book of obadiah,俄巴底亚书,cedict
book of pictures or charts,图册,cedict
book of ruth,路得记,cedict
book of tables or forms,表册,cedict
book of zechariah,撒迦利亚书,cedict
book of zephaniah,西番雅书,cedict
book review,书评,cedict
book series,文库,cedict
book slip,借书单,cedict
book title,书题,cedict
book token,购书券,cedict
book worship,本本主义,cedict
bookbinding machine,订书机,cedict
booked out,订出,cedict
bookish fool,书呆子,cedict
boolean algebra,布尔代数,cedict
boom shot,俯瞰摄影,cedict
boomer meme,长辈图,cedict
booming sound of wind,蓬蓬,cedict
boorish and irascible,髝髞,cedict
booster dose,追加剂,cedict
booster rocket,助推火箭,cedict
booster shot,加强针,cedict
boot camp,战斗营,cedict
boot cut,靴裤,cedict
boot sector,启动区,cedict
booted eagle,靴隼雕,cedict
booted warbler,靴篱莺,cedict
booth seating,卡位,cedict
bordeaux mixture,波尔多液,cedict
border area,边区,cedict
border checkpoint,边卡,cedict
border clash,边境冲突,cedict
border collie,边牧,cedict
border conflict,边衅,cedict
border control,边控,cedict
border district,边地,cedict
border guard,边防军,cedict
border inspection,边检,cedict
border line,边界线,cedict
border police,边防警察,cedict
border region,封疆,cedict
border river,界河,cedict
border sentry post,哨卡,cedict
border station,边关,cedict
border town,边城,cedict
bordering a river,濒河,cedict
bordering the sea,滨海,cedict
borderline personality disorder,边缘性人格障碍,cedict
bore of a gun,枪膛,cedict
boreal carnation or northern pink,簇茎石竹,cedict
boreal owl,鬼鸮,cedict
boring and gray,灰不溜丢,cedict
boring insect,螟虫,cedict
boring prattle,絮烦,cedict
born of a concubine,庶出,cedict
born of the same parents,同胞,cedict
born of the wife,嫡出,cedict
born out of wedlock,非婚生,cedict
born under an unlucky star,生不逢时,cedict
borneo island,婆罗洲,cedict
borneolum luodian,艾片,cedict
boron trifluoride,三氟化硼,cedict
borrowed money,信贷,cedict
bosnia and herzegovina,波士尼亚与赫塞哥维纳,cedict
bosom buddies,莫逆之交,cedict
bosom friend,良知,cedict
boss's son,小开,cedict
boss's wife,老板娘,cedict
bossy and domineering,飞扬跋扈,cedict
bossy or indulged young woman,大小姐,cedict
bosten lake in xinjiang,博斯腾湖,cedict
boston ivy or japanese creeper,爬山虎,cedict
boston red sox  team,波士顿红袜,cedict
boston university,波士顿大学,cedict
botanical garden,植物园,cedict
botched writing,拙涩,cedict
both are ok,均可,cedict
both arms,双臂,cedict
both can,均可,cedict
both coasts,两岸,cedict
both ends,两端,cedict
both fame and fortune,名利双收,cedict
both feet,双脚,cedict
both funny and extremely embarrassing,哭笑不得,cedict
both hands,双手,cedict
both knees,双膝,cedict
both legs,双腿,cedict
both of them,二者,cedict
both ok,皆可,cedict
both parents,双亲,cedict
both parties,两造,cedict
both parties involved,双方,cedict
both parties to a deal,两头,cedict
both principal and interest,连本带利,cedict
both shores,两岸,cedict
both sides,两岸,cedict
both sides are willing,两厢情愿,cedict
both sides claim they're right,公说公有理，婆说婆有理,cedict
both sides of the coin,正反两面,cedict
both sides suffer,两败俱伤,cedict
both the same height,齐肩,cedict
both types,两性,cedict
both virtue and reward,名利双收,cedict
bottle cap,瓶盖,cedict
bottle collar,瓶领,cedict
bottle cork,瓶塞,cedict
bottle gourd,夜开花,cedict
bottle opener,起子,cedict
bottle shop,酒肆,cedict
bottle stopper,瓶塞,cedict
bottle with curved neck,曲颈瓶,cedict
bottle-nosed dolphin,宽吻海豚,cedict
bottled gas,液化气,cedict
bottled medicine,药水,cedict
bottled up,蕴结,cedict
bottled water,瓶装水,cedict
bottom bracket,中轴,cedict
bottom bracket shell,五通,cedict
bottom garment,下装,cedict
bottom line,底限,cedict
bottom of a  pond,潭底,cedict
bottom of one's heart,心坎,cedict
bottom of the heart,肺腑,cedict
bottom of the ocean,洋底,cedict
bottom quark,底夸克,cedict
bottom side,底端,cedict
bottom surface,底面,cedict
bottom teeth,下齿,cedict
bottom tip of the heart,心尖,cedict
bottom to top,下至上,cedict
bottom valve,底阀,cedict
bottomless pit,无底洞,cedict
botulinum toxin,肉毒杆菌毒素,cedict
bouillon cube,汤块,cedict
bouncing and vivacious,蹦蹦跳跳,cedict
bound by conventions,未能免俗,cedict
bound feet,小脚,cedict
bound foot,三寸金莲,cedict
bound to,免不得,cedict
bound volume,合订本,cedict
boundary layer,边界层,cedict
boundary line,边界线,cedict
boundary point,临界点,cedict
boundary survey,勘界,cedict
boundless joy,其乐不穷,cedict
boundless life,无量寿,cedict
bounty hunter,赏金猎人,cedict
bourgeois revolution,民主革命,cedict
bourgeois rightist faction,资产阶级右派,cedict
bourgeois tragedy,正剧,cedict
bouyei ethnic group,布依,cedict
bow and arrow,弓箭,cedict
bow and crossbow,弓弩,cedict
bow cabin,前舱,cedict
bow decorated with animal horns,角弓,cedict
bow legs,外八字腿,cedict
bow limb,弓臂,cedict
bow of a warship,舰首,cedict
bow tie,蝴蝶领结,cedict
bowl and chopsticks,碗筷,cedict
bowl cut,锅盖头,cedict
bowling ball,保龄球,cedict
box cutter,美工刀,cedict
box for bone ashes,骨灰盒,cedict
box girder,箱梁,cedict
box office,票房,cedict
boxer shorts,四角裤,cedict
boxing champion,拳王,cedict
boxing coach,拳师,cedict
boxing glove,拳套,cedict
boxing ring,拳击台,cedict
boy band,男团,cedict
boy servant,僮仆,cedict
boys and girls,少男少女,cedict
brace girder,桁梁,cedict
bracket light,壁灯,cedict
brahminy kite,栗鸢,cedict
brahminy starling,黑冠椋鸟,cedict
braided pigtail,麻花辫,cedict
braille typewriter,点字机,cedict
brain cell,脑细胞,cedict
brain damage,脑损伤,cedict
brain death,大脑死亡,cedict
brain disease,脑病,cedict
brain drain,人才外流,cedict
brain fluid,脑液,cedict
brain fog,脑雾,cedict
brain imaging technique,脑成像技术,cedict
brain stem,脑干,cedict
brain sugar,半乳糖,cedict
brain tissue,脑髓,cedict
brain tumor,脑瘤,cedict
brain wave,脑波,cedict
brain-computer interface,脑机接口,cedict
brain-eating amoeba,食脑虫,cedict
braised noodles,烩面,cedict
brake lever,刹把,cedict
brake light,刹车灯,cedict
brake pedal,制动踏板,cedict
branch and leaf,枝叶,cedict
branch line,支线,cedict
branch of a school,分校,cedict
branch of bank or store,分行,cedict
branch of government,行政机关,cedict
branch of learning,学科,cedict
branch of the armed forces,兵种,cedict
branch office,分公司,cedict
branch road,岔子,cedict
branch secretary,支书,cedict
branch stem,蘖枝,cedict
branch store,支店,cedict
branch stream,岔流,cedict
branched passage,分管,cedict
branches and knots,枝节,cedict
branches and tendrils,枝蔓,cedict
branching root,支根,cedict
brand name,品名,cedict
brand new,崭新,cedict
